transaction_amount,transaction_frequency,error_rate,latency_ms
509.93428306022463,51.788936801741414,0.34055723412056327,127.56988616645351
497.2347139765763,52.803922631841175,0.4400624977046227,110.77834675822375
512.9537707620138,55.41525621587638,0.5005243699718183,128.6960592010566
530.4605971281605,55.26901026017451,0.5046980593764742,133.5563785880495
495.31693250553326,43.111653160214544,0.45499345285207565,124.13434903223701
495.3172608610164,45.310874800424386,0.5622849932347499,138.76795812558066
531.5842563101478,52.5751763360433,0.3932379570617406,112.26210800896428
515.3486945830582,52.56892975456105,0.48576205149787066,107.55345296688583
490.61051228130094,52.57523843153024,0.5120295631711899,102.21279751095722
510.8512008717193,65.0,0.5514438834058749,134.96044311489183
490.73164614375077,52.85445255346583,0.571161487808889,126.54365656354058
490.68540492859483,55.677828200902994,0.3875357908162131,119.44415329089544
504.8392454313207,54.770008817466014,0.3465885829264378,122.7996862631982
461.73439510684403,53.25695625652899,0.6277676821898509,108.74510952701624
465.50164334973937,48.423653776798275,0.5332314011979592,144.45751979616827
488.75424941518054,53.79484610246634,0.42515134634434465,121.29221181975228
479.74337759331155,46.13587392731214,0.6551151975522523,121.09394794604893
506.2849466519055,48.815906966299956,0.5115674634292858,127.25766623898691
481.83951848957577,47.57318226085448,0.6179297184063827,124.81009231736714
471.75392597329414,50.40937069693161,0.5067518481410109,122.23884024279131
529.3129753784311,61.573292833367546,0.7060747924881987,112.09525544554688
495.4844739902693,40.66367403704126,0.6755340842443205,124.71468357135996
501.35056409375846,53.431300951872565,0.47510358515209267,138.82024496475034
471.50503627573084,41.93642064405174,0.5971570950954356,133.4542004615498
489.1123455094963,47.64034067105283,0.5645375949585147,135.93186626639397
502.21845179419734,55.44475298483683,0.6368631557532349,114.88784323568815
476.9801284515539,50.321400095477316,0.40350765394198956,110.1039517974142
507.51396036691347,44.61127611035347,0.5686051459998439,118.74213079900352
487.9872262016239,46.42348145370016,0.6058424486849587,120.55724912288694
494.16612500413447,53.39798874467338,0.32412605135768857,130.94191518470947
487.96586775541203,46.34816684141432,0.3816741487334225,103.0753537028518
537.0455636901787,51.08229294790988,0.2960767822239899,135.29550319460614
499.7300555052413,50.22785919951907,0.47305931655554423,118.4199210142101
478.84578142088196,46.74199826197091,0.5717542255795962,115.7311893005258
